tconst/titleType/primaryTitle/isAdult/startYear/runtimeMinutes/genres/directors/writers/nconst/averageRating/numVotes
tt0035423/movie/Kate & Leopold/0/2001/118/Comedy,Fantasy,Romance/nm0003506/nm0737216,nm0003506/nm0000212,nm0413168,nm0000630/6.4/85312.0
tt0067625/movie/Trial on the Road/0/1986/96/Drama,War/nm0314516/nm0314533,nm0901663/nm0125909,nm0813463,nm0952519/7.9/2361.0
tt0069049/movie/The Other Side of the Wind/0/2018/122/Drama/nm0000080/nm0000080,nm0462648/nm0001379,nm0462648,nm0000953/6.7/7445.0
tt0076276/movie/Who's Singin' Over There?/0/1980/86/Adventure,Comedy,Drama/nm0797672/nm0468169/nm0904303,nm0631877,nm0831262/8.8/15625.0
tt0076709/movie/Game of Death II/0/1980/96/Action,Crime,Mystery/nm0628838,nm0005033,nm0477035/nm1292717,nm3814543/nm1015087,nm0399007/5.1/3292.0
tt0078780/movie/Animalympics/0/1980/78/Animation,Comedy,Family/nm0513974/nm0513974,nm0021249,nm0636236,nm0294008/nm0705717,nm0000345,nm0733427/6.8/2168.0
tt0078813/movie/The Miser/0/1980/125/Comedy/nm0000086,nm0320833/nm0596942,nm0000086,nm0320833/nm0000086,nm0127682,nm0069191/6.6/4713.0
tt0078935/movie/Cannibal Holocaust/0/1980/95/Adventure,Horror/nm0219959/nm0166405,nm0824216/nm0449404,nm0161889,nm0685194/5.8/56471.0
tt0079193/movie/The Garage/0/1980/96/Comedy,Drama/nm0752922/nm0103932,nm0752922/nm0119059,nm0752922,nm0875525/8.1/3876.0
tt0079252/movie/Le Guignolo/0/1980/108/Action,Comedy/nm0491626/nm0379150,nm0002192/nm0000901,nm0350196,nm0738798/5.9/2265.0
tt0079285/movie/Saturn 3/0/1980/88/Adventure,Horror,Sci-Fi/nm0002045,nm0058045/nm0025007,nm0058045/nm0000396,nm0000018,nm0000172/5.1/9669.0
tt0079579/movie/Moscow Does Not Believe in Tears/0/1980/150/Comedy,Drama,Romance/nm0579828/nm0155990,nm0579828/nm0018079,nm0060692,nm0613655/8.1/13156.0
