tconst/titleType/primaryTitle/isAdult/startYear/runtimeMinutes/genres/directors/writers/nconst/averageRating/numVotes
tt0035423/movie/Kate & Leopold/0/2001/118/Comedy,Fantasy,Romance/dr0003506/wr0737216,wr0003506/nm0000212,nm0413168,nm0000630/6.4/85312.0
tt0067625/movie/Trial on the Road/0/1986/96/Drama,War/dr0314516/wr0314533,wr0901663/nm0125909,nm0813463,nm0952519/7.9/2361.0
tt0069049/movie/The Other Side of the Wind/0/2018/122/Drama/dr0000080/wr0000080,wr0462648/nm0001379,nm0462648,nm0000953/6.7/7445.0
tt0076276/movie/Who's Singin' Over There?/0/1980/86/Adventure,Comedy,Drama/dr0797672/wr0468169/nm0904303,nm0631877,nm0831262/8.8/15625.0
tt0076709/movie/Game of Death II/0/1980/96/Action,Crime,Mystery/dr0628838,dr0005033,dr0477035/wr1292717,wr3814543/nm1015087,nm0399007/5.1/3292.0
tt0078780/movie/Animalympics/0/1980/78/Animation,Comedy,Family/dr0513974/wr0513974,wr0021249,wr0636236,wr0294008/nm0705717,nm0000345,nm0733427/6.8/2168.0
tt0078813/movie/The Miser/0/1980/125/Comedy/dr0000086,dr0320833/wr0596942,wr0000086,wr0320833/nm0000086,nm0127682,nm0069191/6.6/4713.0
tt0078935/movie/Cannibal Holocaust/0/1980/95/Adventure,Horror/dr0219959/wr0166405,wr0824216/nm0449404,nm0161889,nm0685194/5.8/56471.0
tt0079193/movie/The Garage/0/1980/96/Comedy,Drama/dr0752922/wr0103932,wr0752922/nm0119059,nm0752922,nm0875525/8.1/3876.0
tt0079252/movie/Le Guignolo/0/1980/108/Action,Comedy/dr0491626/wr0379150,wr0002192/nm0000901,nm0350196,nm0738798/5.9/2265.0
tt0079285/movie/Saturn 3/0/1980/88/Adventure,Horror,Sci-Fi/dr0002045,dr0058045/wr0025007,wr0058045/nm0000396,nm0000018,nm0000172/5.1/9669.0
tt0079579/movie/Moscow Does Not Believe in Tears/0/1980/150/Comedy,Drama,Romance/dr0579828/wr0155990,wr0579828/nm0018079,nm0060692,nm0613655/8.1/13156.0
tt0079619/movie/A Few Days from the Life of I.I. Oblomov/0/1980/140/Comedy,Drama,History/dr0586482/wr0010383,wr0327199,wr0586482/nm0845867,nm0091598,nm0813503/7.6/2339.0
tt0079718/movie/Piedone d'Egitto/0/1980/106/Action,Comedy,Crime/dr0826642/wr0093501,wr0290050,wr0826642/nm0817881,nm0134073,nm0197490/6.1/3319.0
tt0079788/movie/Zombie Holocaust/0/1980/84/Adventure,Horror,Mystery/dr0320946/wr0170354,wr0768899/nm0567135,nm0217493,nm0118076/5.2/5530.0
tt0079820/movie/The King and the Mockingbird/0/1980/83/Animation,Family,Fantasy/dr0342156/wr0026153,wr0699535,wr0342156/nm0552483,nm0563695,nm0124482/7.8/5178.0
tt0079839/movie/Fun Is Beautiful/0/1980/97/Comedy/dr0893872/wr0073053,wr0207401,wr0893872/nm0893872,nm0769237,nm0592371/7.2/2680.0
tt0079854/movie/Every Man for Himself/0/1980/87/Drama/dr0000419/wr0594746,wr0140643/nm0001376,nm0244850,nm0000882/6.6/3534.0
tt0079889/movie/Sankarabharanam/0/1980/143/Drama,Music,Romance/dr0899649/wr0417386,wr0899649/nm0004468,nm0080261,nm0876310/8.9/2215.0
tt0079891/movie/Shaolin Temple/0/1982/100/Action,Comedy,Drama/dr0947445/wr2242164,wr0151767/nm0001472,nm0950494,nm0401214/6.8/4467.0
tt0080031/movie/Tom Horn/0/1980/98/Biography,Crime,Drama/dr0911926/wr0570078,wr0795341/nm0000537,nm0002067,nm0002070/6.8/5486.0
tt0080310/movie/Breaker Morant/0/1980/107/Drama,History,War/dr0000915/wr0362682,wr0828350,wr0000915,wr0484574,wr1633157,wr0219844/nm0940919,nm0860233,nm0914113/7.8/13675.0
tt0080319/movie/9 to 5/0/1980/109/Comedy/dr0383359/wr0720334,wr0383359/nm0000404,nm0005499,nm0000573/6.9/34511.0
tt0080339/movie/Airplane!/0/1980/88/Comedy/dr0000720,dr0001878,dr0958387/wr0000720,wr0001878,wr0958387,wr0058826,wr0150712,wr0354150/nm0001332,nm0353546,nm0000558/7.7/240415.0
tt0080354/movie/Alligator/0/1980/91/Horror,Sci-Fi,Thriller/dr0853546/wr0000626,wr0673772/nm0001233,nm0726939,nm0311155/6.1/13600.0
tt0080360/movie/Altered States/0/1980/102/Horror,Sci-Fi,Thriller/dr0001692/wr0154665/nm0000458,nm0001974,nm0000837/6.9/35950.0
tt0080365/movie/American Gigolo/0/1980/117/Crime,Drama,Mystery/dr0001707/wr0001707/nm0000152,nm0001381,nm0001185/6.3/26637.0
tt0080377/movie/Any Which Way You Can/0/1980/116/Action,Comedy/dr0887174/wr0792589,wr0472213/nm0000142,nm0516800,nm0507212/6.1/19773.0
tt0080379/movie/Cannibals in the Streets/0/1980/96/Drama,Fantasy,Horror/dr0546672/wr0546672,wr0332417/nm0768334,nm0877532,nm0518422/5.5/3882.0
tt0080380/movie/The Apple/0/1980/90/Music,Musical,Sci-Fi/dr0324875/wr0324875,wr0714463,wr0714465/nm0829252,nm0319597,nm0448057/4.3/2364.0
tt0080388/movie/Atlantic City/0/1980/104/Crime,Drama,Romance/dr0001501/wr0345359/nm0000044,nm0000215,nm0003679/7.3/17067.0
tt0080402/movie/The Awakening/0/1980/105/Horror/dr0001565/wr0778819,wr0117068,wr0264088,wr0831290/nm0000032,nm0948772,nm0870136/4.8/2511.0
tt0080408/movie/Bad Timing: A Sensual Obsession/0/1980/123/Drama,Mystery,Thriller/dr0001676/wr0879864/nm0307316,nm0000622,nm0000172/6.9/9090.0
tt0080421/movie/Battle Beyond the Stars/0/1980/104/Action,Adventure,Sci-Fi/dr0613471,dr0000339/wr0000626,wr0245683/nm0000577,nm0001816,nm0001796/5.5/9336.0
tt0080436/movie/Battle Creek Brawl/0/1980/95/Action,Comedy,Crime/dr0167195/wr0167195,wr0918518/nm0000329,nm0213374,nm0001207/5.7/5466.0
tt0080437/movie/The Big Red One/0/1980/113/Drama,War/dr0002087/wr0002087/nm0001511,nm0000434,nm0001019/7.1/20144.0
tt0080439/movie/The Taming of the Scoundrel/0/1980/107/Comedy,Romance/dr0144689,dr0595063/wr0144689,wr0595063,wr0000636/nm0147983,nm0001560,nm0676214/7.6/8496.0
tt0080440/movie/The Black Cat/0/1981/92/Horror/dr0002086/wr0698535,wr0000590,wr0002086/nm0535861,nm0002069,nm0911285/5.8/3926.0
tt0080453/movie/The Blue Lagoon/0/1980/104/Adventure,Drama,Romance/dr0459170/wr0821070,wr0829343/nm0000222,nm0000803,nm0571674/5.8/71193.0
tt0080455/movie/The Blues Brothers/0/1980/133/Action,Adventure,Comedy/dr0000484/wr0000101,wr0000484/nm0000004,nm0000101,nm0130572/7.9/200647.0
tt0080461/movie/Bon Voyage, Charlie Brown (and Don't Come Back!!)/0/1980/75/Adventure,Animation,Comedy/dr0006837,dr0738736/wr0776433/nm0063502,nm0006837,nm1313065/7.2/3274.0
tt0080464/movie/The Boogey Man/0/1980/82/Horror/dr0518579/wr0518579,wr0522429,wr0380856/nm0522429,nm0001017,nm2715166/4.6/4430.0
tt0080465/movie/Borderline/0/1980/99/Action,Drama/dr0293197/wr0293197,wr0459671/nm0000314,nm0456124,nm0719037/6.0/2133.0
tt0080472/movie/Bronco Billy/0/1980/116/Action,Adventure,Comedy/dr0000142/wr0352518/nm0000142,nm0516800,nm0507212/6.1/12040.0
tt0080474/movie/Brubaker/0/1980/131/Crime,Drama/dr0742341/wr0725379,wr0743232,wr0615467,wr0404880,wr0706182/nm0000602,nm0001433,nm0000151/7.1/18331.0
tt0080487/movie/Caddyshack/0/1980/98/Comedy,Sport/dr0000601/wr0236519,wr0000601,wr0448469/nm0000331,nm0001098,nm0000195/7.2/118872.0
tt0080489/movie/La Cage aux Folles II/0/1980/101/Comedy/dr0596850/wr0688497,wr0891554,wr0200473/nm0785664,nm0865575,nm0102566/5.8/2089.0
tt0080492/movie/Can't Stop the Music/0/1980/124/Biography,Comedy,Musical/dr0908055/wr0940125,wr0139591/nm0801163,nm0388317,nm0741377/4.2/4190.0
tt0080500/movie/Carny/0/1980/107/Drama/dr0443445/wr0443444,wr0443445,wr0005371,wr0062136/nm0000997,nm0000149,nm0005371/6.4/2226.0
tt0080503/movie/House on the Edge of the Park/0/1980/91/Horror,Thriller/dr0219959/wr0166405,wr0280984/nm0381450,nm0068792,nm0097392/5.7/5431.0
tt0080516/movie/The Changeling/0/1980/107/Horror,Mystery/dr0575389/wr0403028,wr0337008,wr0534701/nm0001715,nm0886556,nm0002048/7.2/35891.0
tt0080520/movie/Cheech and Chong's Next Movie/0/1980/99/Comedy,Crime,Sci-Fi/dr0001045/wr0001045,wr0001507/nm0001507,nm0001045,nm0346186/6.0/14288.0
tt0080527/movie/The Children/0/1980/93/Horror,Sci-Fi/dr0436089/wr0017004,wr0004254/nm0787621,nm0736889,nm0307805/5.4/2347.0
tt0080530/movie/Everything Happens to Me/0/1980/99/Action,Comedy,Family/dr0526971/wr0284503,wr0769121/nm0817881,nm0346533,nm0024582/5.8/2887.0
tt0080539/movie/City of Women/0/1980/139/Comedy,Drama,Fantasy/dr0000019/wr0000019,wr0953301,wr0740021/nm0000052,nm0699147,nm0825231/6.9/7514.0
tt0080549/movie/Coal Miner's Daughter/0/1980/124/Biography,Drama,Music/dr0000776/wr0725564,wr0528750,wr1557917/nm0000651,nm0000169,nm0375629/7.5/19181.0
tt0080556/movie/The Competition/0/1980/123/Drama,Music,Romance/dr0000713/wr0000713,wr0755266/nm0000377,nm0001388,nm0001665/6.6/2542.0
tt0080565/movie/The Umbrella Coup/0/1980/98/Adventure,Comedy,Crime/dr0653620/wr0653620,wr0860019/nm0007069,nm0537865,nm0613917/6.6/2786.0
tt0080569/movie/Cruising/0/1980/102/Crime,Drama,Mystery/dr0001243/wr0001243,wr1558002/nm0000199,nm0000649,nm0000261/6.5/24170.0
tt0080603/movie/Death Ship/0/1980/91/Adventure,Horror,Mystery/dr0707597/wr0732306,wr0384335,wr0507076/nm0001421,nm0001077,nm0541576/4.8/5039.0
